Wähle das Verfahren (n = 5000) (1) exp. Euler, (2) Runge-Kutter, (3) leap-frog, (4) Verlet Verfahren: 
Verfahren: Runge-Kutter
0 0 1
13.88 0.610605 0.79043 0.498809
13.89 0.614557 0.787357 0.498806
13.9 0.618494 0.784265 0.498803
13.91 0.622415 0.781153 0.4988
13.92 0.626321 0.778021 0.498797
13.93 0.630211 0.77487 0.498794
13.94 0.634085 0.771699 0.498792
13.95 0.637943 0.768509 0.498789
13.96 0.641786 0.7653 0.498787
13.97 0.645612 0.762072 0.498785
13.98 0.649422 0.758825 0.498782
13.99 0.653216 0.755559 0.498781
14 0.656994 0.752274 0.498779
14.01 0.660755 0.74897 0.498777
14.02 0.6645 0.745647 0.498775
14.03 0.668228 0.742306 0.498774
14.04 0.67194 0.738946 0.498772
14.05 0.675634 0.735568 0.498771
14.06 0.679312 0.732172 0.49877
14.07 0.682973 0.728757 0.498769
14.08 0.686617 0.725323 0.498768
14.09 0.690243 0.721872 0.498767
14.1 0.693852 0.718403 0.498767
14.11 0.697444 0.714915 0.498766
14.12 0.701019 0.71141 0.498766
14.13 0.704576 0.707887 0.498766
14.14 0.708115 0.704347 0.498766
14.15 0.711637 0.700788 0.498766
14.16 0.715141 0.697213 0.498766
14.17 0.718627 0.693619 0.498766
14.18 0.722095 0.690009 0.498766
14.19 0.725545 0.686381 0.498767
14.2 0.728976 0.682736 0.498768
14.21 0.73239 0.679074 0.498768
14.22 0.735785 0.675395 0.498769
14.23 0.739162 0.671699 0.49877
14.24 0.742521 0.667986 0.498771
14.25 0.74586 0.664257 0.498773
14.26 0.749182 0.660511 0.498774
14.27 0.752484 0.656748 0.498775
14.28 0.755768 0.652969 0.498777
14.29 0.759033 0.649174 0.498779
14.3 0.762278 0.645363 0.498781
14.31 0.765505 0.641535 0.498783
14.32 0.768713 0.637691 0.498785
14.33 0.771901 0.633832 0.498787
14.34 0.77507 0.629956 0.498789
14.35 0.77822 0.626065 0.498792
14.36 0.78135 0.622158 0.498794
14.37 0.784461 0.618236 0.498797
14.38 0.787552 0.614298 0.4988
14.39 0.790623 0.610345 0.498803
14.4 0.793675 0.606376 0.498806
14.41 0.796707 0.602393 0.498809
14.42 0.799719 0.598394 0.498813
14.43 0.80271 0.59438 0.498816
14.44 0.805682 0.590352 0.49882
14.45 0.808634 0.586309 0.498823
14.46 0.811565 0.582251 0.498827
14.47 0.814477 0.578178 0.498831
14.48 0.817367 0.574091 0.498835
14.49 0.820238 0.56999 0.498839
14.5 0.823088 0.565874 0.498844
14.51 0.825917 0.561745 0.498848
14.52 0.828726 0.557601 0.498853
14.53 0.831514 0.553443 0.498857
14.54 0.834281 0.549272 0.498862
14.55 0.837027 0.545087 0.498867
14.56 0.839752 0.540888 0.498872
14.57 0.842457 0.536675 0.498877
14.58 0.84514 0.53245 0.498882
14.59 0.847802 0.52821 0.498888
14.6 0.850443 0.523958 0.498893
14.61 0.853063 0.519693 0.498899
14.62 0.855661 0.515414 0.498904
14.63 0.858238 0.511123 0.49891
14.64 0.860794 0.506819 0.498916
14.65 0.863328 0.502502 0.498922
14.66 0.86584 0.498173 0.498928
14.67 0.868331 0.493831 0.498934
14.68 0.8708 0.489477 0.49894
14.69 0.873248 0.485111 0.498947
14.7 0.875673 0.480732 0.498953
14.71 0.878077 0.476342 0.49896
14.72 0.880458 0.471939 0.498967
14.73 0.882818 0.467525 0.498974
14.74 0.885156 0.463099 0.498981
14.75 0.887471 0.458662 0.498988
14.76 0.889764 0.454213 0.498995
14.77 0.892035 0.449753 0.499002
14.78 0.894284 0.445281 0.49901
14.79 0.89651 0.440798 0.499017
14.8 0.898714 0.436305 0.499025
14.81 0.900896 0.4318 0.499032
14.82 0.903055 0.427285 0.49904
14.83 0.905191 0.422759 0.499048
14.84 0.907305 0.418222 0.499056
14.85 0.909396 0.413675 0.499064
14.86 0.911464 0.409117 0.499072
14.87 0.91351 0.40455 0.49908
14.88 0.915532 0.399972 0.499089
14.89 0.917532 0.395384 0.499097
14.9 0.919509 0.390787 0.499106
14.91 0.921463 0.386179 0.499114
14.92 0.923394 0.381562 0.499123
14.93 0.925302 0.376935 0.499132
14.94 0.927186 0.372299 0.499141
14.95 0.929048 0.367654 0.49915
14.96 0.930886 0.362999 0.499159
14.97 0.932701 0.358336 0.499168
14.98 0.934492 0.353663 0.499177
14.99 0.936261 0.348982 0.499186
15 0.938006 0.344292 0.499196
15.01 0.939727 0.339593 0.499205
15.02 0.941425 0.334886 0.499215
15.03 0.943099 0.33017 0.499224
15.04 0.94475 0.325446 0.499234
15.05 0.946377 0.320714 0.499244
15.06 0.947981 0.315974 0.499254
15.07 0.949561 0.311226 0.499264
15.08 0.951117 0.306471 0.499274
15.09 0.952649 0.301707 0.499284
15.1 0.954158 0.296936 0.499294
15.11 0.955642 0.292158 0.499304
15.12 0.957103 0.287372 0.499315
15.13 0.95854 0.28258 0.499325
15.14 0.959953 0.27778 0.499335
15.15 0.961342 0.272973 0.499346
15.16 0.962706 0.268159 0.499356
15.17 0.964047 0.263339 0.499367
15.18 0.965364 0.258512 0.499378
15.19 0.966656 0.253678 0.499389
15.2 0.967925 0.248839 0.499399
15.21 0.969169 0.243993 0.49941
15.22 0.970389 0.239141 0.499421
15.23 0.971584 0.234283 0.499432
15.24 0.972756 0.229419 0.499443
15.25 0.973903 0.224549 0.499455
15.26 0.975026 0.219674 0.499466
15.27 0.976124 0.214793 0.499477
15.28 0.977198 0.209907 0.499488
15.29 0.978247 0.205016 0.4995
15.3 0.979272 0.200119 0.499511
15.31 0.980273 0.195218 0.499523
15.32 0.981249 0.190311 0.499534
15.33 0.982201 0.1854 0.499546
15.34 0.983128 0.180484 0.499557
15.35 0.98403 0.175564 0.499569
15.36 0.984908 0.170639 0.499581
15.37 0.985761 0.165711 0.499592
15.38 0.98659 0.160777 0.499604
15.39 0.987393 0.15584 0.499616
15.4 0.988173 0.150899 0.499628
15.41 0.988927 0.145955 0.49964
15.42 0.989657 0.141006 0.499652
15.43 0.990362 0.136054 0.499664
15.44 0.991042 0.131099 0.499676
15.45 0.991698 0.12614 0.499688
15.46 0.992328 0.121179 0.4997
15.47 0.992934 0.116214 0.499712
15.48 0.993515 0.111246 0.499724
15.49 0.994071 0.106276 0.499736
15.5 0.994603 0.101302 0.499748
15.51 0.995109 0.0963268 0.499761
15.52 0.995591 0.0913487 0.499773
15.53 0.996048 0.0863684 0.499785
15.54 0.996479 0.0813858 0.499797
15.55 0.996886 0.0764013 0.49981
15.56 0.997268 0.0714148 0.499822
15.57 0.997625 0.0664266 0.499834
15.58 0.997958 0.0614367 0.499847
15.59 0.998265 0.0564452 0.499859
15.6 0.998547 0.0514524 0.499872
15.61 0.998804 0.0464582 0.499884
15.62 0.999036 0.0414629 0.499896
15.63 0.999244 0.0364666 0.499909
15.64 0.999426 0.0314693 0.499921
15.65 0.999583 0.0264713 0.499934
15.66 0.999716 0.0214726 0.499946
15.67 0.999823 0.0164733 0.499959
15.68 0.999905 0.0114737 0.499971
15.69 0.999963 0.00647372 0.499984
15.7 0.999995 0.00147362 0.499996
15.71 1 -0.00352652 0.500009
15.72 0.999985 -0.00852657 0.500021
15.73 0.999942 -0.0135264 0.500034
15.74 0.999875 -0.0185259 0.500046
15.75 0.999782 -0.0235249 0.500059
15.76 0.999664 -0.0285234 0.500071
15.77 0.999522 -0.0335211 0.500084
15.78 0.999354 -0.038518 0.500096
15.79 0.999162 -0.0435139 0.500109
15.8 0.998944 -0.0485088 0.500121
15.81 0.998702 -0.0535024 0.500134
15.82 0.998434 -0.0584947 0.500146
15.83 0.998142 -0.0634856 0.500159
15.84 0.997824 -0.0684748 0.500171
15.85 0.997482 -0.0734623 0.500183
15.86 0.997114 -0.078448 0.500196
15.87 0.996722 -0.0834318 0.500208
15.88 0.996305 -0.0884134 0.50022
15.89 0.995863 -0.0933929 0.500233
15.9 0.995396 -0.09837 0.500245
15.91 0.994904 -0.103345 0.500257
15.92 0.994388 -0.108317 0.50027
15.93 0.993846 -0.113286 0.500282
15.94 0.99328 -0.118253 0.500294
15.95 0.992688 -0.123216 0.500306
15.96 0.992072 -0.128177 0.500318
15.97 0.991431 -0.133134 0.50033
15.98 0.990766 -0.138088 0.500342
15.99 0.990075 -0.143038 0.500355
16 0.98936 -0.147985 0.500367
16.01 0.98862 -0.152928 0.500379
16.02 0.987856 -0.157868 0.50039
16.03 0.987066 -0.162803 0.500402
16.04 0.986252 -0.167735 0.500414
16.05 0.985414 -0.172662 0.500426
16.06 0.98455 -0.177585 0.500438
16.07 0.983662 -0.182503 0.50045
16.08 0.98275 -0.187417 0.500461
16.09 0.981813 -0.192326 0.500473
16.1 0.980851 -0.197231 0.500485
16.11 0.979865 -0.20213 0.500496
16.12 0.978855 -0.207025 0.500508
16.13 0.977819 -0.211914 0.500519
16.14 0.97676 -0.216798 0.500531
16.15 0.975676 -0.221676 0.500542
16.16 0.974568 -0.226549 0.500553
16.17 0.973435 -0.231416 0.500564
16.18 0.972278 -0.236278 0.500576
16.19 0.971096 -0.241134 0.500587
16.2 0.969891 -0.245983 0.500598
16.21 0.968661 -0.250827 0.500609
16.22 0.967407 -0.255664 0.50062
16.23 0.966129 -0.260494 0.500631
16.24 0.964826 -0.265319 0.500642
16.25 0.9635 -0.270136 0.500652
16.26 0.962149 -0.274947 0.500663
16.27 0.960774 -0.279751 0.500674
16.28 0.959375 -0.284548 0.500684
16.29 0.957953 -0.289338 0.500695
16.3 0.956506 -0.294121 0.500705
16.31 0.955036 -0.298896 0.500716
16.32 0.953541 -0.303664 0.500726
16.33 0.952023 -0.308424 0.500736
16.34 0.950481 -0.313177 0.500747
16.35 0.948915 -0.317921 0.500757
16.36 0.947325 -0.322658 0.500767
16.37 0.945712 -0.327387 0.500777
16.38 0.944075 -0.332107 0.500787
16.39 0.942415 -0.336819 0.500796
16.4 0.940731 -0.341523 0.500806
16.41 0.939023 -0.346218 0.500816
16.42 0.937292 -0.350905 0.500825
16.43 0.935537 -0.355583 0.500835
16.44 0.93376 -0.360252 0.500844
16.45 0.931958 -0.364912 0.500853
16.46 0.930134 -0.369562 0.500863
16.47 0.928286 -0.374204 0.500872
16.48 0.926415 -0.378836 0.500881
16.49 0.924521 -0.383459 0.50089
16.5 0.922604 -0.388072 0.500899
16.51 0.920663 -0.392675 0.500908
16.52 0.9187 -0.397269 0.500916
16.53 0.916714 -0.401853 0.500925
16.54 0.914705 -0.406426 0.500933
16.55 0.912673 -0.41099 0.500942
16.56 0.910618 -0.415543 0.50095
16.57 0.90854 -0.420086 0.500959
16.58 0.90644 -0.424618 0.500967
16.59 0.904317 -0.42914 0.500975
16.6 0.902171 -0.433651 0.500983
16.61 0.900003 -0.438151 0.500991
16.62 0.897812 -0.44264 0.500998
16.63 0.895599 -0.447118 0.501006
16.64 0.893363 -0.451585 0.501014
16.65 0.891105 -0.456041 0.501021
16.66 0.888825 -0.460485 0.501028
16.67 0.886523 -0.464918 0.501036
16.68 0.884198 -0.469339 0.501043
16.69 0.881852 -0.473748 0.50105
16.7 0.879483 -0.478146 0.501057
16.71 0.877092 -0.482531 0.501064
16.72 0.87468 -0.486905 0.501071
16.73 0.872245 -0.491266 0.501077
16.74 0.869789 -0.495615 0.501084
16.75 0.867311 -0.499952 0.50109
16.76 0.864811 -0.504276 0.501097
16.77 0.86229 -0.508588 0.501103
16.78 0.859747 -0.512886 0.501109
16.79 0.857183 -0.517172 0.501115
16.8 0.854597 -0.521446 0.501121
16.81 0.85199 -0.525706 0.501127
16.82 0.849361 -0.529953 0.501132
16.83 0.846712 -0.534186 0.501138
16.84 0.844041 -0.538406 0.501143
16.85 0.841349 -0.542613 0.501149
16.86 0.838636 -0.546807 0.501154
16.87 0.835902 -0.550986 0.501159
16.88 0.833147 -0.555152 0.501164
16.89 0.830371 -0.559304 0.501169
16.9 0.827575 -0.563442 0.501174
16.91 0.824758 -0.567566 0.501178
16.92 0.82192 -0.571676 0.501183
16.93 0.819062 -0.575771 0.501187
16.94 0.816183 -0.579852 0.501191
16.95 0.813284 -0.583919 0.501196
16.96 0.810364 -0.58797 0.5012
16.97 0.807424 -0.592008 0.501204
16.98 0.804464 -0.59603 0.501208
16.99 0.801484 -0.600038 0.501211
17 0.798484 -0.60403 0.501215
17.01 0.795464 -0.608008 0.501218
17.02 0.792424 -0.61197 0.501222
17.03 0.789364 -0.615917 0.501225
17.04 0.786285 -0.619848 0.501228
17.05 0.783186 -0.623764 0.501231
17.06 0.780067 -0.627665 0.501234
17.07 0.776929 -0.631549 0.501237
17.08 0.773771 -0.635418 0.501239
17.09 0.770594 -0.639271 0.501242
17.1 0.767398 -0.643109 0.501244
17.11 0.764182 -0.64693 0.501246
17.12 0.760948 -0.650734 0.501248
17.13 0.757694 -0.654523 0.50125
17.14 0.754422 -0.658295 0.501252
17.15 0.75113 -0.662051 0.501254
17.16 0.74782 -0.66579 0.501256
17.17 0.744491 -0.669513 0.501257
17.18 0.741144 -0.673218 0.501259
17.19 0.737778 -0.676907 0.50126
17.2 0.734393 -0.68058 0.501261
17.21 0.73099 -0.684235 0.501262
17.22 0.727569 -0.687873 0.501263
17.23 0.72413 -0.691493 0.501264
17.24 0.720673 -0.695097 0.501264
17.25 0.717197 -0.698683 0.501265
17.26 0.713704 -0.702251 0.501265
17.27 0.710193 -0.705802 0.501265
17.28 0.706664 -0.709336 0.501266
17.29 0.703117 -0.712852 0.501266
17.3 0.699553 -0.716349 0.501266
17.31 0.695972 -0.719829 0.501265
17.32 0.692372 -0.723291 0.501265
17.33 0.688756 -0.726735 0.501264
17.34 0.685123 -0.730161 0.501264
17.35 0.681472 -0.733568 0.501263
17.36 0.677804 -0.736957 0.501262
17.37 0.674119 -0.740328 0.501261
17.38 0.670418 -0.74368 0.50126
17.39 0.666699 -0.747014 0.501259
17.4 0.662965 -0.750329 0.501258
17.41 0.659213 -0.753625 0.501256
17.42 0.655445 -0.756902 0.501254
17.43 0.651661 -0.760161 0.501253
17.44 0.64786 -0.7634 0.501251
17.45 0.644043 -0.76662 0.501249
17.46 0.64021 -0.769821 0.501247
17.47 0.636361 -0.773003 0.501245
17.48 0.632496 -0.776166 0.501242
17.49 0.628615 -0.779309 0.50124
17.5 0.624719 -0.782433 0.501237
17.51 0.620807 -0.785537 0.501235
17.52 0.616879 -0.788621 0.501232
17.53 0.612936 -0.791686 0.501229
17.54 0.608978 -0.794731 0.501226
17.55 0.605004 -0.797756 0.501222
17.56 0.601016 -0.800761 0.501219
17.57 0.597012 -0.803746 0.501216
17.58 0.592993 -0.806711 0.501212
17.59 0.58896 -0.809656 0.501208
17.6 0.584912 -0.812581 0.501205
17.61 0.580849 -0.815485 0.501201
17.62 0.576771 -0.818369 0.501197
17.63 0.57268 -0.821233 0.501193
17.64 0.568574 -0.824076 0.501188
17.65 0.564453 -0.826898 0.501184
17.66 0.560319 -0.8297 0.501179
17.67 0.556171 -0.83248 0.501175
17.68 0.552008 -0.835241 0.50117
17.69 0.547832 -0.83798 0.501165
17.7 0.543642 -0.840698 0.50116
17.71 0.539439 -0.843395 0.501155
17.72 0.535222 -0.846072 0.50115
17.73 0.530992 -0.848727 0.501145
17.74 0.526748 -0.85136 0.501139
17.75 0.522492 -0.853973 0.501134
17.76 0.518222 -0.856564 0.501128
17.77 0.513939 -0.859134 0.501122
17.78 0.509644 -0.861682 0.501116
17.79 0.505335 -0.864209 0.50111
17.8 0.501014 -0.866714 0.501104
17.81 0.496681 -0.869197 0.501098
17.82 0.492335 -0.871659 0.501092
17.83 0.487977 -0.874099 0.501085
17.84 0.483606 -0.876517 0.501079
17.85 0.479224 -0.878913 0.501072
17.86 0.47483 -0.881288 0.501065
17.87 0.470423 -0.88364 0.501059
17.88 0.466005 -0.88597 0.501052
17.89 0.461575 -0.888278 0.501045
17.9 0.457134 -0.890564 0.501038
17.91 0.452681 -0.892827 0.50103
17.92 0.448217 -0.895068 0.501023
17.93 0.443742 -0.897287 0.501015
17.94 0.439256 -0.899483 0.501008
17.95 0.434759 -0.901657 0.501
17.96 0.43025 -0.903808 0.500993
17.97 0.425731 -0.905937 0.500985
17.98 0.421202 -0.908043 0.500977
17.99 0.416662 -0.910127 0.500969
18 0.412111 -0.912187 0.500961
18.01 0.40755 -0.914225 0.500952
18.02 0.402979 -0.91624 0.500944
18.03 0.398398 -0.918232 0.500936
18.04 0.393807 -0.920201 0.500927
18.05 0.389206 -0.922147 0.500918
18.06 0.384596 -0.92407 0.50091
18.07 0.379976 -0.92597 0.500901
18.08 0.375346 -0.927847 0.500892
18.09 0.370707 -0.9297 0.500883
18.1 0.366058 -0.931531 0.500874
18.11 0.361401 -0.933338 0.500865
18.12 0.356734 -0.935122 0.500856
18.13 0.352059 -0.936882 0.500846
18.14 0.347374 -0.938619 0.500837
18.15 0.342681 -0.940332 0.500828
18.16 0.33798 -0.942022 0.500818
18.17 0.33327 -0.943689 0.500808
18.18 0.328552 -0.945331 0.500799
18.19 0.323825 -0.946951 0.500789
18.2 0.31909 -0.948546 0.500779
18.21 0.314348 -0.950118 0.500769
18.22 0.309597 -0.951666 0.500759
18.23 0.304839 -0.95319 0.500749
18.24 0.300073 -0.95469 0.500739
18.25 0.2953 -0.956167 0.500729
18.26 0.290519 -0.95762 0.500718
18.27 0.285731 -0.959048 0.500708
18.28 0.280936 -0.960453 0.500698
18.29 0.276134 -0.961834 0.500687
18.3 0.271325 -0.96319 0.500676
18.31 0.266509 -0.964523 0.500666
18.32 0.261687 -0.965831 0.500655
18.33 0.256858 -0.967116 0.500644
18.34 0.252022 -0.968376 0.500634
18.35 0.24718 -0.969612 0.500623
18.36 0.242332 -0.970824 0.500612
18.37 0.237478 -0.972011 0.500601
18.38 0.232618 -0.973174 0.50059
18.39 0.227753 -0.974313 0.500578
18.4 0.222881 -0.975427 0.500567
18.41 0.218004 -0.976517 0.500556
18.42 0.213122 -0.977583 0.500545
18.43 0.208234 -0.978624 0.500533
18.44 0.203341 -0.979641 0.500522
18.45 0.198443 -0.980633 0.500511
18.46 0.19354 -0.981601 0.500499
18.47 0.188632 -0.982544 0.500487
18.48 0.183719 -0.983463 0.500476
18.49 0.178802 -0.984357 0.500464
18.5 0.173881 -0.985226 0.500453
18.51 0.168955 -0.986071 0.500441
18.52 0.164024 -0.986891 0.500429
18.53 0.15909 -0.987687 0.500417
18.54 0.154152 -0.988457 0.500405
18.55 0.149209 -0.989203 0.500393
18.56 0.144264 -0.989925 0.500381
18.57 0.139314 -0.990621 0.50037
18.58 0.134361 -0.991293 0.500358
18.59 0.129405 -0.99194 0.500345
18.6 0.124445 -0.992562 0.500333
18.61 0.119483 -0.99316 0.500321
18.62 0.114517 -0.993732 0.500309
18.63 0.109548 -0.99428 0.500297
18.64 0.104577 -0.994803 0.500285
18.65 0.0996031 -0.995301 0.500273
18.66 0.0946267 -0.995774 0.50026
18.67 0.089648 -0.996223 0.500248
18.68 0.084667 -0.996646 0.500236
18.69 0.0796839 -0.997044 0.500223
18.7 0.0746988 -0.997418 0.500211
18.71 0.0697118 -0.997766 0.500199
18.72 0.0647231 -0.99809 0.500186
18.73 0.0597328 -0.998389 0.500174
18.74 0.054741 -0.998662 0.500162
18.75 0.0497478 -0.998911 0.500149
18.76 0.0447534 -0.999135 0.500137
18.77 0.0397578 -0.999334 0.500124
18.78 0.0347613 -0.999508 0.500112
18.79 0.0297639 -0.999656 0.500099
18.8 0.0247657 -0.99978 0.500087
18.81 0.0197669 -0.999879 0.500074
18.82 0.0147677 -0.999953 0.500062
18.83 0.00976803 -1 0.500049
18.84 0.00476815 -1.00003 0.500037
18.85 -0.000231858 -1.00002 0.500024
18.86 -0.00523185 -0.999998 0.500012
18.87 -0.0102317 -0.999947 0.499999
18.88 -0.0152313 -0.999871 0.499987
18.89 -0.0202306 -0.99977 0.499974
18.9 -0.0252293 -0.999644 0.499962
18.91 -0.0302274 -0.999492 0.499949
18.92 -0.0352247 -0.999316 0.499937
18.93 -0.0402212 -0.999115 0.499924
18.94 -0.0452166 -0.998889 0.499912
18.95 -0.0502109 -0.998638 0.4999
18.96 -0.055204 -0.998362 0.499887
18.97 -0.0601957 -0.998061 0.499875
18.98 -0.0651859 -0.997735 0.499862
18.99 -0.0701744 -0.997384 0.49985
19 -0.0751612 -0.997008 0.499838
19.01 -0.0801461 -0.996608 0.499825
19.02 -0.0851291 -0.996182 0.499813
19.03 -0.0901098 -0.995731 0.4998
19.04 -0.0950884 -0.995256 0.499788
19.05 -0.100065 -0.994756 0.499776
19.06 -0.105038 -0.99423 0.499764
19.07 -0.110009 -0.99368 0.499751
19.08 -0.114977 -0.993106 0.499739
19.09 -0.119943 -0.992506 0.499727
19.1 -0.124905 -0.991881 0.499715
19.11 -0.129865 -0.991232 0.499703
19.12 -0.134821 -0.990558 0.499691
19.13 -0.139773 -0.989859 0.499679
19.14 -0.144722 -0.989135 0.499667
19.15 -0.149668 -0.988387 0.499655
19.16 -0.15461 -0.987614 0.499643
19.17 -0.159548 -0.986816 0.499631
19.18 -0.164482 -0.985994 0.499619
19.19 -0.169412 -0.985147 0.499607
19.2 -0.174337 -0.984275 0.499595
19.21 -0.179258 -0.983379 0.499584
19.22 -0.184175 -0.982458 0.499572
19.23 -0.189087 -0.981512 0.49956
19.24 -0.193995 -0.980542 0.499549
19.25 -0.198897 -0.979548 0.499537
19.26 -0.203795 -0.978529 0.499525
19.27 -0.208688 -0.977485 0.499514
19.28 -0.213575 -0.976417 0.499503
19.29 -0.218457 -0.975325 0.499491
19.3 -0.223333 -0.974208 0.49948
19.31 -0.228204 -0.973067 0.499469
19.32 -0.233069 -0.971902 0.499457
19.33 -0.237929 -0.970712 0.499446
19.34 -0.242782 -0.969498 0.499435
19.35 -0.24763 -0.96826 0.499424
19.36 -0.252471 -0.966998 0.499413
19.37 -0.257306 -0.965711 0.499402
19.38 -0.262134 -0.9644 0.499391
19.39 -0.266956 -0.963066 0.49938
19.4 -0.271771 -0.961707 0.49937
19.41 -0.27658 -0.960324 0.499359
19.42 -0.281381 -0.958917 0.499348
19.43 -0.286176 -0.957486 0.499338
19.44 -0.290963 -0.956031 0.499327
19.45 -0.295743 -0.954552 0.499317
19.46 -0.300516 -0.95305 0.499307
19.47 -0.305281 -0.951523 0.499296
19.48 -0.310038 -0.949973 0.499286
19.49 -0.314788 -0.948399 0.499276
19.5 -0.31953 -0.946801 0.499266
19.51 -0.324264 -0.94518 0.499256
19.52 -0.328989 -0.943535 0.499246
19.53 -0.333707 -0.941867 0.499236
19.54 -0.338416 -0.940174 0.499227
19.55 -0.343117 -0.938459 0.499217
19.56 -0.347809 -0.93672 0.499207
19.57 -0.352493 -0.934957 0.499198
19.58 -0.357167 -0.933171 0.499189
19.59 -0.361833 -0.931362 0.499179
19.6 -0.36649 -0.92953 0.49917
19.61 -0.371137 -0.927674 0.499161
19.62 -0.375776 -0.925795 0.499152
19.63 -0.380404 -0.923893 0.499143
19.64 -0.385024 -0.921968 0.499134
19.65 -0.389633 -0.920019 0.499125
19.66 -0.394233 -0.918048 0.499116
19.67 -0.398824 -0.916054 0.499108
19.68 -0.403404 -0.914037 0.499099
19.69 -0.407974 -0.911997 0.499091
19.7 -0.412534 -0.909934 0.499082
19.71 -0.417083 -0.907849 0.499074
19.72 -0.421622 -0.905741 0.499066
19.73 -0.426151 -0.90361 0.499058
19.74 -0.430669 -0.901457 0.49905
19.75 -0.435176 -0.899281 0.499042
19.76 -0.439672 -0.897082 0.499034
19.77 -0.444158 -0.894861 0.499026
19.78 -0.448632 -0.892618 0.499019
19.79 -0.453095 -0.890353 0.499011
19.8 -0.457546 -0.888065 0.499004
19.81 -0.461987 -0.885755 0.498997
19.82 -0.466415 -0.883423 0.498989
19.83 -0.470832 -0.881068 0.498982
19.84 -0.475238 -0.878692 0.498975
19.85 -0.479631 -0.876294 0.498969
19.86 -0.484012 -0.873874 0.498962
19.87 -0.488382 -0.871432 0.498955
19.88 -0.492739 -0.868968 0.498949
19.89 -0.497083 -0.866483 0.498942
19.9 -0.501416 -0.863976 0.498936
19.91 -0.505735 -0.861447 0.498929
19.92 -0.510043 -0.858897 0.498923
19.93 -0.514337 -0.856325 0.498917
19.94 -0.518618 -0.853732 0.498911
19.95 -0.522887 -0.851117 0.498906
19.96 -0.527142 -0.848481 0.4989
19.97 -0.531385 -0.845824 0.498894
19.98 -0.535614 -0.843146 0.498889
19.99 -0.539829 -0.840447 0.498883
20 -0.544032 -0.837727 0.498878
20.01 -0.54822 -0.834986 0.498873
20.02 -0.552395 -0.832224 0.498868
20.03 -0.556556 -0.829441 0.498863
20.04 -0.560703 -0.826637 0.498858
20.05 -0.564836 -0.823813 0.498854
20.06 -0.568955 -0.820968 0.498849
20.07 -0.57306 -0.818103 0.498845
20.08 -0.57715 -0.815217 0.49884
20.09 -0.581226 -0.812311 0.498836
20.1 -0.585288 -0.809384 0.498832
20.11 -0.589334 -0.806437 0.498828
20.12 -0.593367 -0.80347 0.498824
20.13 -0.597384 -0.800484 0.498821
20.14 -0.601386 -0.797476 0.498817
20.15 -0.605373 -0.79445 0.498814
20.16 -0.609346 -0.791403 0.49881
20.17 -0.613302 -0.788336 0.498807
20.18 -0.617244 -0.78525 0.498804
20.19 -0.62117 -0.782144 0.498801
20.2 -0.625081 -0.779018 0.498798
20.21 -0.628976 -0.775873 0.498795
20.22 -0.632855 -0.772709 0.498792
20.23 -0.636719 -0.769525 0.49879
20.24 -0.640566 -0.766323 0.498788
20.25 -0.644398 -0.7631 0.498785
20.26 -0.648213 -0.759859 0.498783
20.27 -0.652012 -0.756599 0.498781
20.28 -0.655795 -0.75332 0.498779
20.29 -0.659562 -0.750022 0.498777
20.3 -0.663312 -0.746706 0.498776
20.31 -0.667045 -0.74337 0.498774
20.32 -0.670762 -0.740016 0.498773
20.33 -0.674462 -0.736644 0.498772
20.34 -0.678145 -0.733253 0.49877
20.35 -0.681811 -0.729844 0.498769
20.36 -0.68546 -0.726417 0.498768
20.37 -0.689092 -0.722971 0.498768
20.38 -0.692707 -0.719508 0.498767
20.39 -0.696304 -0.716026 0.498766
20.4 -0.699884 -0.712526 0.498766
20.41 -0.703447 -0.709009 0.498766
20.42 -0.706992 -0.705474 0.498766
20.43 -0.710519 -0.701921 0.498766
20.44 -0.714029 -0.698351 0.498766
20.45 -0.71752 -0.694763 0.498766
20.46 -0.720994 -0.691158 0.498766
20.47 -0.72445 -0.687536 0.498767
20.48 -0.727887 -0.683896 0.498767
20.49 -0.731307 -0.68024 0.498768
20.5 -0.734708 -0.676566 0.498769
20.51 -0.738091 -0.672876 0.49877
20.52 -0.741455 -0.669168 0.498771
20.53 -0.744801 -0.665444 0.498772
20.54 -0.748128 -0.661703 0.498773
20.55 -0.751436 -0.657946 0.498775
20.56 -0.754726 -0.654173 0.498776
20.57 -0.757997 -0.650382 0.498778
20.58 -0.761249 -0.646576 0.49878
20.59 -0.764481 -0.642754 0.498782
20.6 -0.767695 -0.638915 0.498784
20.61 -0.77089 -0.63506 0.498786
20.62 -0.774065 -0.63119 0.498789
20.63 -0.777221 -0.627304 0.498791
20.64 -0.780357 -0.623402 0.498794
20.65 -0.783474 -0.619484 0.498796
20.66 -0.786571 -0.615552 0.498799
20.67 -0.789649 -0.611603 0.498802
20.68 -0.792707 -0.60764 0.498805
20.69 -0.795745 -0.603661 0.498808
20.7 -0.798763 -0.599667 0.498812
20.71 -0.801762 -0.595658 0.498815
20.72 -0.80474 -0.591634 0.498819
20.73 -0.807698 -0.587596 0.498822
20.74 -0.810636 -0.583542 0.498826
20.75 -0.813553 -0.579474 0.49883
20.76 -0.816451 -0.575392 0.498834
20.77 -0.819328 -0.571295 0.498838
20.78 -0.822184 -0.567184 0.498842
20.79 -0.82502 -0.563059 0.498847
